user1	user2	co-occurance number
24371	223	8
24371	2072	7
24371	6252	7
24371	10352	7
24371	7102	7
24371	9420	8
24371	4455	7
24371	11850	7
24371	13720	8
24371	13578	7
24371	16926	8
24371	17494	7
24371	15388	7
24371	26972	7
24371	15937	7
24371	27966	8
24371	12818	7
24371	1541	8
24371	16083	7
24371	11379	8
24371	22742	7
24371	14615	8
24371	8918	7
24371	6593	8
24371	28462	7
24371	16719	7
24371	26404	7
24371	15986	8
24371	4047	7
24371	16307	7
24371	15328	7
24371	7148	7
24371	27861	7
24371	25577	8
24371	23477	7
24371	7818	7
24371	28787	7
24371	27057	7
24371	30935	7
24371	2872	7
24371	2084	7
24371	16857	7
24371	23910	8
24371	18786	7
24371	22205	8
24371	10996	7
24371	30896	8
25083	465	7
25083	2493	7
25083	18000	7
25083	15823	7
25083	8183	7
25083	30642	7
25083	18337	7
25083	12818	7
25083	9438	7
25083	27861	7
25083	23477	7
12353	3272	7
12353	3949	7
12353	1019	9
12353	8809	7
12353	11534	7
12353	591	10
12353	7537	7
12353	5469	7
12353	18597	8
12353	25978	8
12353	23182	9
12353	27436	8
12353	8637	11
12353	6349	10
12353	1959	9
12353	9095	7
12353	16919	7
12353	20788	7
12353	2536	8
12353	20399	7
12353	11415	10
12353	13258	7
12353	5015	12
12353	15501	8
12353	14562	8
12353	465	10
12353	20728	7
12353	2527	11
12353	3328	7
12353	30655	8
12353	8989	8
12353	2178	7
12353	13044	7
12353	21329	10
12353	27428	8
12353	25402	7
12353	12509	8
12353	1621	9
12353	5341	12
12353	12858	8
12353	16621	7
12353	2321	7
12353	9052	8
12353	9889	7
12353	13093	7
12353	15808	8
12353	2044	11
12353	24274	10
12353	10849	10
12353	7201	7
12353	748	9
12353	30823	9
12353	16884	7
12353	15704	7
12353	23624	9
12353	22780	10
12353	17945	7
12353	12786	8
12353	25035	9
12353	23664	7
12353	12554	11
12353	6059	9
12353	3232	8
12353	4275	11
12353	4680	9
12353	13315	10
12353	10438	7
12353	1689	9
12353	14792	7
12353	18749	7
12353	16595	7
12353	4261	8
12353	74	7
12353	3065	8
12353	8735	11
12353	26062	9
12353	30194	7
12353	20816	9
12353	8869	9
12353	312	12
12353	8417	8
12353	29536	8
12353	7127	9
12353	14297	9
12353	17376	10
12353	27250	7
12353	27482	9
12353	15969	11
12353	28642	12
12353	5769	7
12353	29572	11
12353	71	8
12353	12207	8
12353	2493	11
12353	29581	8
12353	23709	9
12353	18016	10
12353	11520	10
12353	13154	7
12353	10157	7
12353	393	8
12353	22963	11
12353	17192	7
12353	30401	7
12353	12300	7
12353	6968	8
12353	4266	7
12353	16211	8
12353	12906	8
12353	6345	10
12353	4065	9
12353	10813	7
12353	8474	7
12353	7185	7
12353	29450	7
12353	13888	7
12353	27126	9
12353	14567	7
12353	2881	7
12353	7932	10
12353	11454	7
12353	482	7
12353	3182	9
12353	17084	7
12353	11387	9
12353	17346	10
12353	18708	7
12353	30277	7
12353	14503	10
12353	8815	10
12353	29882	7
12353	29924	7
12353	30374	8
12353	27163	10
12353	24626	7
12353	10041	7
12353	19296	9
12353	11941	7
12353	22075	8
12353	25076	7
12353	920	8
12353	15025	9
12353	10099	7
12353	24610	7
12353	29331	9
12353	10310	8
12353	17489	9
12353	10103	7
12353	17225	9
12353	6377	7
12353	16416	8
12353	3983	10
12353	16620	7
12353	12891	7
12353	7117	10
12353	16233	7
12353	7568	9
12353	24863	9
12353	27799	7
12353	889	7
12353	12195	9
12353	7183	7
12353	26115	8
12353	811	10
12353	1245	8
12353	15848	12
12353	22940	8
12353	21461	7
12353	27523	9
12353	21470	7
12353	17241	8
12353	6811	9
12353	26082	7
12353	11260	7
12353	15853	8
12353	4053	10
12353	5514	9
12353	1577	8
12353	21124	9
12353	11662	7
12353	17809	10
12353	4404	7
12353	29034	7
12353	17782	7
12353	11461	7
12353	1144	7
12353	18623	8
12353	598	8
12353	29972	8
12353	31020	9
12353	26235	7
12353	21109	8
12353	24905	8
12353	10318	7
12353	28504	8
12353	3324	7
12353	7841	7
12353	8627	8
12353	484	7
12353	24094	10
12353	29851	8
12353	2889	7
12353	28171	7
12353	11614	10
12353	7467	10
12353	15922	9
12353	15603	10
12353	24764	9
12353	26288	9
12353	11320	8
12353	22794	9
12353	10248	9
12353	12029	9
12353	14050	8
12353	9016	9
12353	15823	10
12353	25456	9
12353	779	8
12353	16932	9
12353	13631	7
12353	11269	8
12353	10700	8
12353	28956	9
12353	18487	10
12353	13729	8
12353	24214	7
12353	15344	8
12353	5375	10
12353	16362	8
12353	6380	7
12353	4958	11
12353	8183	11
12353	1852	8
12353	23658	7
12353	455	7
12353	31028	10
12353	15604	9
12353	20025	10
12353	5370	8
12353	29717	8
12353	28739	10
12353	26158	10
12353	12048	8
12353	16909	11
12353	13550	9
12353	5222	11
12353	18381	8
12353	23680	7
12353	8894	8
12353	14246	10
12353	27368	7
12353	10143	7
12353	2088	8
12353	19922	7
12353	5768	8
12353	20644	9
12353	464	10
12353	13147	9
12353	5815	7
12353	10481	9
12353	1152	9
12353	22888	7
12353	5271	7
12353	19666	8
12353	30642	8
12353	442	7
12353	4207	7
12353	18155	9
12353	223	11
12353	24690	8
12353	2072	10
12353	3307	10
12353	6252	8
12353	3164	9
12353	10352	10
12353	2294	8
12353	17577	7
12353	19511	9
12353	9876	8
12353	18061	9
12353	17149	7
12353	1801	7
12353	7102	10
12353	30111	8
12353	23196	8
12353	9420	13
12353	29429	8
12353	17627	8
12353	18337	7
12353	12956	7
12353	17200	8
12353	17973	8
12353	402	7
12353	11850	10
12353	448	8
12353	7505	7
12353	1533	10
12353	19943	7
12353	768	7
12353	2757	7
12353	17856	9
12353	29748	7
12353	2024	9
12353	5220	7
12353	11481	9
12353	15873	8
12353	20520	8
12353	13720	12
12353	21659	7
12353	13578	11
12353	25145	8
12353	9102	7
12353	22623	9
12353	30392	9
12353	16926	12
12353	17494	11
12353	11213	9
12353	2946	7
12353	10978	7
12353	15388	8
12353	7740	7
12353	16885	7
12353	3313	10
12353	27629	8
12353	4533	7
12353	26972	9
12353	15937	10
12353	27966	11
12353	6463	7
12353	13798	7
12353	24178	7
12353	6723	7
12353	12818	11
12353	23079	8
12353	1541	10
12353	19227	9
12353	11390	7
12353	11379	8
12353	10620	7
12353	22742	10
12353	11240	7
12353	17478	9
12353	1311	7
12353	17874	7
12353	14615	10
12353	8918	10
12353	7644	7
12353	6593	11
12353	16751	8
12353	10955	9
12353	28462	9
12353	16719	7
12353	20102	7
12353	17811	7
12353	19439	7
12353	16901	8
12353	26404	10
12353	26179	7
12353	17603	8
12353	1485	8
12353	15986	11
12353	9438	10
12353	5387	9
12353	959	7
12353	5070	9
12353	23117	9
12353	4955	7
12353	20792	8
12353	20281	7
12353	24747	7
12353	4047	8
12353	31016	10
12353	27102	7
12353	8796	9
12353	3832	7
12353	6356	7
12353	16307	7
12353	16865	8
12353	22096	8
12353	29249	11
12353	15328	8
12353	7148	11
12353	16446	7
12353	6865	8
12353	10119	8
12353	4184	7
12353	4732	8
12353	1710	8
12353	5842	7
12353	27861	11
12353	25345	8
12353	5645	7
12353	7017	7
12353	25577	12
12353	23477	11
12353	27623	9
12353	9604	7
12353	29230	7
12353	29117	8
12353	12720	7
12353	5972	8
12353	7818	8
12353	28113	8
12353	12390	7
12353	12309	9
12353	12464	9
12353	11480	9
12353	10285	9
12353	1681	7
12353	26918	9
12353	21819	7
12353	28787	11
12353	22298	8
12353	13042	7
12353	8761	8
12353	12320	9
12353	30935	10
12353	11493	7
12353	11857	7
12353	2872	9
12353	8890	8
12353	1635	8
12353	2084	11
12353	20603	8
12353	29620	7
12353	5657	7
12353	16857	9
12353	23910	11
12353	19325	8
12353	24707	8
12353	23924	8
12353	18786	9
12353	2996	7
12353	29104	8
12353	27899	8
12353	22205	12
12353	10996	9
12353	24469	8
12353	27520	7
12353	30896	12
12353	23533	8
12353	2617	7
12353	28776	9
12353	30898	7
12353	22901	7
12353	15875	8
3272	25978	7
3272	465	7
3272	10849	7
3272	23624	7
3272	6059	8
3272	7127	7
3272	15969	8
3272	16211	7
3272	4065	7
3272	3182	8
3272	14503	7
3272	22075	7
3272	15025	7
3272	24863	7
3272	21124	7
3272	17782	7
3272	10248	7
3272	4958	7
3272	8183	8
3272	20025	7
3272	28739	8
3272	5222	8
3272	14246	8
3272	20644	7
3272	464	7
3272	2072	7
3272	6252	7
3272	9420	8
3272	12956	7
3272	11850	7
3272	1533	7
3272	13720	7
3272	17494	7
3272	11213	7
3272	27966	7
3272	22742	8
3272	10955	7
3272	28462	7
3272	19439	7
3272	15986	7
3272	6356	7
3272	7148	7
3272	1710	7
3272	27861	7
3272	25577	7
3272	23477	7
3272	12309	7
3272	8890	7
3272	27899	7
3272	10996	8
3272	28776	8
27012	591	7
27012	8637	8
27012	6349	7
27012	6839	7
27012	21329	7
27012	5341	7
27012	1439	7
27012	24274	8
27012	22780	8
27012	12554	7
27012	4275	7
27012	13315	7
27012	1689	7
27012	8735	7
27012	29536	7
27012	7127	8
27012	27250	8
27012	27482	7
27012	15969	8
27012	28642	8
27012	29572	7
27012	2493	8
27012	23709	8
27012	13154	7
27012	393	7
27012	22963	7
27012	16211	7
27012	6345	7
27012	7185	7
27012	14567	7
27012	7932	7
27012	3182	7
27012	11387	8
27012	14503	7
27012	8815	7
27012	10099	7
27012	17489	7
27012	24863	7
27012	12195	7
27012	26115	7
27012	1245	7
27012	15848	8
27012	27523	7
27012	17809	7
27012	598	7
27012	21109	7
27012	11614	7
27012	7467	7
27012	15603	7
27012	26288	8
27012	12029	8
27012	14050	7
27012	15823	8
27012	12533	7
27012	11269	7
27012	28956	7
27012	15344	7
27012	4958	8
27012	8183	8
27012	15604	7
27012	20025	7
27012	29717	7
27012	28739	7
27012	16909	7
27012	13550	7
27012	5222	7
27012	14246	7
27012	10143	7
27012	18155	8
27012	223	8
27012	24690	7
27012	6252	8
27012	3164	7
27012	10352	7
27012	9420	7
27012	29748	7
27012	2024	7
27012	15873	8
27012	13720	7
27012	27629	7
27012	15937	7
27012	27966	7
27012	12818	8
27012	1541	7
27012	22742	8
27012	8918	7
27012	6593	7
27012	16027	7
27012	26404	8
27012	31016	7
27012	22096	7
27012	4732	7
27012	25345	7
27012	25577	7
27012	23477	7
27012	27623	7
27012	5972	7
27012	12390	7
27012	10285	7
27012	26918	7
27012	28787	7
27012	30935	7
27012	23910	7
27012	24707	7
27012	22205	7
27012	10996	8
27012	30896	7
3949	1019	7
3949	591	7
3949	25978	7
3949	8637	8
3949	11415	7
3949	5015	7
3949	465	7
3949	2527	7
3949	1621	7
3949	5341	7
3949	24274	7
3949	10849	7
3949	748	7
3949	6059	7
3949	4680	7
3949	13315	7
3949	8735	7
3949	20816	7
3949	312	7
3949	7127	7
3949	17376	7
3949	15969	7
3949	28642	7
3949	2493	7
3949	23709	7
3949	22963	7
3949	4065	7
3949	27126	7
3949	7932	7
3949	3182	7
3949	3983	7
3949	7117	7
3949	811	7
3949	15848	7
3949	5514	7
3949	17809	7
3949	598	7
3949	26235	7
3949	21109	7
3949	28171	7
3949	7467	7
3949	15922	7
3949	15603	7
3949	10248	7
3949	9016	7
3949	15823	7
3949	25456	7
3949	18487	7
3949	4958	7
3949	20025	7
3949	28739	7
3949	26158	7
3949	16909	7
3949	5222	7
3949	14246	7
3949	20644	7
3949	464	7
3949	13147	8
3949	19666	7
3949	3307	7
3949	13503	7
3949	23196	7
3949	9420	8
3949	11850	7
3949	1533	7
3949	17856	7
3949	2024	7
3949	13720	7
3949	13578	7
3949	30392	7
3949	16926	7
3949	17494	7
3949	3313	7
3949	27966	7
3949	12818	7
3949	1541	7
3949	19227	7
3949	22742	8
3949	7644	7
3949	6593	7
3949	16751	7
3949	10955	7
3949	28462	7
3949	26404	7
3949	15986	8
3949	9438	7
3949	5387	7
3949	23117	7
3949	31016	7
3949	29249	7
3949	7148	7
3949	4732	7
3949	1710	7
3949	27861	7
3949	25577	7
3949	23477	7
3949	10285	7
3949	28787	7
3949	12320	7
3949	2084	7
3949	19325	7
3949	27899	7
3949	10996	7
3949	24469	7
3949	30896	7
3949	28776	7
1019	8809	10
1019	11534	8
1019	5469	7
1019	23396	7
1019	18597	8
1019	25978	10
1019	16919	8
1019	15501	7
1019	14562	7
1019	465	12
1019	3328	7
1019	8989	7
1019	13044	7
1019	16334	7
1019	21329	9
1019	8716	7
1019	25402	7
1019	12858	8
1019	16621	7
1019	5408	8
1019	9889	9
1019	13093	7
1019	1439	8
1019	10849	9
1019	8493	7
1019	7201	7
1019	15704	7
1019	23624	9
1019	12786	8
1019	25035	8
1019	12554	10
1019	6059	8
1019	3232	9
1019	1689	8
1019	10322	7
1019	18749	8
1019	3065	9
1019	26062	9
1019	30194	7
1019	8869	7
1019	12097	7
1019	29536	7
1019	7127	10
1019	14297	8
1019	21129	8
1019	27250	8
1019	15969	10
1019	19068	7
1019	25513	7
1019	29581	10
1019	11520	10
1019	13154	7
1019	10157	7
1019	393	8
1019	2568	8
1019	6968	7
1019	11467	7
1019	4266	7
1019	22927	7
1019	4065	9
1019	2414	7
1019	7185	7
1019	13888	7
1019	14567	7
1019	11454	7
1019	482	8
1019	3182	10
1019	17084	8
1019	14503	8
1019	8815	11
1019	29924	7
1019	10041	7
1019	7910	7
1019	27178	7
1019	22075	8
1019	15025	7
1019	24610	7
1019	29331	9
1019	10103	7
1019	15877	7
1019	6377	7
1019	16416	9
1019	16620	7
1019	16233	7
1019	7568	8
1019	24863	10
1019	27799	7
1019	26115	7
1019	21461	8
1019	21470	9
1019	17241	7
1019	28842	7
1019	26082	7
1019	21124	9
1019	11662	7
1019	4404	7
1019	17782	8
1019	18623	8
1019	598	8
1019	15311	7
1019	31020	8
1019	26235	8
1019	24905	8
1019	10318	7
1019	28504	8
1019	3324	7
1019	8627	9
1019	484	7
1019	28171	7
1019	11614	9
1019	15249	7
1019	26247	7
1019	24764	7
1019	11320	9
1019	8629	7
1019	10248	9
1019	9016	8
1019	16200	7
1019	12533	7
1019	16932	8
1019	13631	7
1019	23685	7
1019	24214	7
1019	4958	9
1019	8183	9
1019	1852	8
1019	31028	8
1019	20025	10
1019	28739	12
1019	12048	7
1019	13550	8
1019	5222	8
1019	18381	8
1019	23680	7
1019	8894	7
1019	14246	11
1019	2088	8
1019	27409	7
1019	10918	7
1019	3979	7
1019	20644	10
1019	464	9
1019	5815	7
1019	10481	8
1019	22888	7
1019	5271	7
1019	19666	7
1019	30642	11
1019	4207	7
1019	6001	7
1019	2072	10
1019	6252	8
1019	30764	7
1019	3164	8
1019	2294	8
1019	6710	7
1019	17577	8
1019	19511	8
1019	9876	8
1019	18061	11
1019	1801	7
1019	9528	7
1019	30111	11
1019	23196	9
1019	2163	7
1019	9420	10
1019	29429	9
1019	17627	9
1019	18337	8
1019	4963	7
1019	12956	7
1019	26550	7
1019	17973	8
1019	402	7
1019	11850	8
1019	448	7
1019	1533	10
1019	768	7
1019	29748	7
1019	11481	7
1019	15873	7
1019	13720	10
1019	26889	8
1019	25145	8
1019	22623	8
1019	17494	9
1019	11213	9
1019	30331	7
1019	15388	7
1019	7740	9
1019	4533	7
1019	26972	7
1019	24874	7
1019	27966	10
1019	6463	7
1019	13798	7
1019	6723	8
1019	27007	8
1019	23079	7
1019	1541	8
1019	23012	7
1019	11379	9
1019	22742	10
1019	19304	7
1019	11240	8
1019	28042	7
1019	14615	9
1019	8918	10
1019	7644	8
1019	16751	8
1019	10955	9
1019	28462	11
1019	16027	7
1019	1339	7
1019	19439	7
1019	13519	7
1019	5586	7
1019	1485	8
1019	15986	8
1019	26508	7
1019	24747	7
1019	4047	8
1019	27102	8
1019	6356	7
1019	22096	8
1019	15328	7
1019	7148	9
1019	16446	8
1019	6865	7
1019	10119	7
1019	1640	7
1019	10180	7
1019	1710	9
1019	5842	7
1019	27861	13
1019	2169	8
1019	25345	7
1019	25577	10
1019	23477	12
1019	27623	9
1019	9604	7
1019	29230	9
1019	12720	7
1019	14061	7
1019	5972	9
1019	7818	7
1019	12309	9
1019	7087	7
1019	11480	7
1019	1681	7
1019	21819	7
1019	13042	7
1019	8761	8
1019	30935	9
1019	11752	8
1019	2872	9
1019	8890	10
1019	1635	7
1019	2253	7
1019	7788	7
1019	16857	7
1019	24707	8
1019	23924	7
1019	18786	7
1019	2996	8
1019	29104	7
1019	27899	8
1019	10996	10
1019	8461	7
1019	22604	7
1019	23533	9
1019	2617	8
1019	28776	9
1019	22901	8
1019	15875	9
8809	591	7
8809	18597	8
8809	25978	8
8809	8637	8
8809	2536	7
8809	11415	8
8809	465	9
8809	2527	9
8809	12509	7
8809	1621	8
8809	5341	8
8809	2044	7
8809	24274	8
8809	748	7
8809	23624	8
8809	12554	7
8809	16179	7
8809	3232	7
8809	4275	8
8809	4680	9
8809	4261	7
8809	8735	7
8809	7127	7
8809	17376	9
8809	21129	8
8809	27250	7
8809	27482	8
8809	6078	7
8809	15969	8
8809	28642	10
8809	29572	8
8809	2493	9
8809	29581	7
8809	23709	7
8809	11520	7
8809	393	7
8809	22963	8
8809	6345	7
8809	27460	7
8809	27126	7
8809	7932	8
8809	11454	7
8809	3182	7
8809	11387	8
8809	17346	7
8809	14503	8
8809	8815	9
8809	27163	7
8809	19296	9
8809	15025	7
8809	29331	7
8809	17225	7
8809	24863	7
8809	12195	7
8809	811	8
8809	15848	7
8809	27523	8
8809	21470	7
8809	21124	7
8809	17809	10
8809	11614	8
8809	7467	7
8809	15922	7
8809	15603	8
8809	26288	8
8809	10248	7
8809	14050	7
8809	15823	8
8809	13631	7
8809	11269	7
8809	28956	7
8809	18487	7
8809	15344	7
8809	5375	8
8809	15978	8
8809	4958	7
8809	8183	8
8809	20025	8
8809	28739	9
8809	16909	10
8809	13550	7
8809	14246	8
8809	2088	7
8809	27409	7
8809	3979	7
8809	20644	7
8809	13147	7
8809	30642	9
8809	223	7
8809	2072	7
8809	3307	8
8809	29477	7
8809	2294	7
8809	18061	8
8809	7102	7
8809	30111	8
8809	9420	8
8809	29429	7
8809	448	7
8809	1533	7
8809	13720	7
8809	16926	7
8809	7740	7
8809	3313	7
8809	27629	8
8809	15937	8
8809	27966	8
8809	12818	8
8809	19227	9
8809	11379	7
8809	22742	7
8809	11240	7
8809	8918	7
8809	6593	7
8809	10955	7
8809	28462	9
8809	16901	7
8809	26404	7
8809	9438	8
8809	8796	8
8809	22096	7
8809	29249	8
8809	10119	7
8809	4732	8
8809	1710	7
8809	27861	10
8809	25577	7
8809	23477	9
8809	27623	8
8809	29230	7
8809	29117	7
8809	5972	7
8809	28787	7
8809	12320	7
8809	11752	7
8809	8890	7
8809	2084	8
8809	22205	8
8809	10996	8
8809	24469	8
8809	30896	9
8809	28776	7
11534	591	8
11534	23396	7
11534	25978	8
11534	23182	8
11534	27436	7
11534	8637	8
11534	6349	7
11534	1959	8
11534	16919	8
11534	2536	7
11534	11415	8
11534	5015	7
11534	15501	7
11534	465	8
11534	2527	7
11534	8989	7
11534	21329	8
11534	27428	8
11534	8716	7
11534	25402	7
11534	12509	7
11534	1621	8
11534	5341	8
11534	12858	7
11534	9052	7
11534	13093	7
11534	15808	7
11534	2044	7
11534	24274	8
11534	10849	7
11534	748	8
11534	23624	8
11534	22780	8
11534	12786	8
11534	12554	8
11534	6059	7
11534	3232	7
11534	4680	8
11534	13315	7
11534	1689	8
11534	10322	7
11534	18749	8
11534	4261	7
11534	3065	8
11534	8735	8
11534	26062	7
11534	20816	7
11534	8869	7
11534	12097	7
11534	312	7
11534	8417	8
11534	29536	7
11534	7127	8
11534	17376	8
11534	27482	7
11534	15969	8
11534	28642	8
11534	29572	8
11534	12207	7
11534	2493	8
11534	29581	7
11534	23709	8
11534	11520	8
11534	13154	7
11534	393	7
11534	22963	8
11534	6345	8
11534	4065	7
11534	13888	7
11534	27126	7
11534	14567	7
11534	7932	8
11534	3182	8
11534	17084	8
11534	11387	7
11534	17346	7
11534	14503	7
11534	8815	7
11534	27163	7
11534	19296	7
11534	920	7
11534	10099	7
11534	29331	7
11534	17489	8
11534	10103	7
11534	17225	7
11534	16416	7
11534	3983	7
11534	7117	7
11534	16233	7
11534	7568	8
11534	24863	8
11534	12195	8
11534	26115	7
11534	811	8
11534	1245	7
11534	15848	8
11534	27523	8
11534	15853	7
11534	5514	7
11534	21124	7
11534	17809	8
11534	17782	7
11534	598	7
11534	15311	7
11534	31020	7
11534	26235	7
11534	21109	7
11534	24905	7
11534	10318	7
11534	8627	8
11534	24094	7
11534	2889	8
11534	11614	7
11534	7467	8
11534	15922	8
11534	15603	8
11534	26288	7
11534	11320	8
11534	10248	8
11534	12029	8
11534	14050	7
11534	15823	8
11534	12533	7
11534	11269	8
11534	23685	7
11534	28956	8
11534	18487	7
11534	15344	8
11534	5375	7
11534	4958	8
11534	8183	7
11534	1852	7
11534	31028	7
11534	15604	7
11534	20025	8
11534	5370	8
11534	29717	7
11534	28739	8
11534	26158	7
11534	12048	7
11534	16909	8
11534	13550	7
11534	5222	7
11534	18381	7
11534	14246	8
11534	2088	7
11534	5768	7
11534	10918	7
11534	20644	8
11534	464	7
11534	13147	8
11534	5815	7
11534	10481	7
11534	1152	7
11534	30642	7
11534	18155	8
11534	6001	7
11534	223	8
11534	24690	8
11534	2072	7
11534	3307	8
11534	6252	8
11534	3164	7
11534	10352	8
11534	19511	7
11534	9876	7
11534	18061	8
11534	7102	8
11534	30111	8
11534	23196	7
11534	9420	8
11534	17627	8
11534	4455	7
11534	1926	7
11534	17973	7
11534	11850	7
11534	1533	8
11534	17856	8
11534	29748	7
11534	2024	7
11534	15873	7
11534	20520	8
11534	13720	8
11534	13578	7
11534	25145	7
11534	22623	7
11534	30392	7
11534	16926	7
11534	17494	7
11534	11213	7
11534	10978	7
11534	16885	7
11534	3313	7
11534	27629	7
11534	4533	7
11534	15937	7
11534	27966	8
11534	6463	7
11534	13798	7
11534	12818	8
11534	1541	8
11534	22742	8
11534	11240	7
11534	14615	7
11534	8918	8
11534	7644	7
11534	6593	8
11534	10955	8
11534	28462	8
11534	16027	7
11534	16719	8
11534	16901	7
11534	28669	7
11534	26404	7
11534	1485	7
11534	15986	7
11534	9438	8
11534	5387	7
11534	24747	7
11534	4047	7
11534	31016	7
11534	27102	8
11534	8796	7
11534	22096	7
11534	29249	8
11534	7148	7
11534	16446	7
11534	1640	7
11534	4732	8
11534	10180	7
11534	1710	8
11534	5842	7
11534	27861	8
11534	25345	7
11534	25577	8
11534	23477	8
11534	27623	7
11534	9604	7
11534	29230	7
11534	29117	8
11534	5972	7
11534	7818	7
11534	12390	7
11534	12309	7
11534	10285	7
11534	1681	7
11534	26918	7
11534	21819	7
11534	28787	8
11534	8761	7
11534	12320	8
11534	30935	8
11534	11752	7
11534	2872	7
11534	2084	8
11534	2253	7
11534	7788	7
11534	23910	8
11534	19325	7
11534	24707	7
11534	23924	7
11534	18786	7
11534	29104	7
11534	27899	7
11534	22205	8
11534	10996	8
11534	24469	8
11534	8461	7
11534	30896	8
11534	23533	8
11534	2617	8
11534	28776	7
11534	22901	7
11534	15875	8
591	23256	7
591	23396	7
591	18597	7
591	25978	9
591	8631	7
591	15302	7
591	9095	7
591	16919	8
591	20788	7
591	15501	8
591	14562	7
591	465	9
591	30655	7
591	8989	8
591	6839	7
591	16334	7
591	21329	9
591	8716	7
591	25402	7
591	12858	8
591	13093	8
591	10849	10
591	15704	7
591	23624	8
591	12786	8
591	25035	7
591	12554	11
591	6059	9
591	3232	8
591	1689	9
591	10322	7
591	18749	8
591	3065	8
591	26062	9
591	30194	7
591	8869	8
591	12097	7
591	29536	8
591	7127	9
591	14297	8
591	27250	7
591	15969	11
591	29581	7
591	11520	9
591	13154	8
591	393	9
591	17192	7
591	30401	7
591	2568	7
591	4266	7
591	4065	8
591	10813	7
591	7185	7
591	13888	7
591	14567	8
591	2881	7
591	11454	8
591	482	7
591	3182	9
591	17084	8
591	14503	9
591	8815	9
591	29882	7
591	29924	7
591	22075	7
591	15025	7
591	29331	8
591	10103	8
591	16416	8
591	16620	7
591	12891	7
591	16233	8
591	7568	8
591	24863	8
591	27799	7
591	11217	7
591	26115	8
591	17241	8
591	28842	7
591	26082	7
591	1577	7
591	21124	7
591	11662	8
591	29034	7
591	17782	8
591	11461	7
591	18623	7
591	598	9
591	15311	7
591	31020	7
591	26235	8
591	24905	7
591	10318	7
591	28504	7
591	3324	7
591	8627	8
591	28171	7
591	11614	9
591	24764	8
591	11320	8
591	10248	10
591	9016	8
591	17316	7
591	16200	7
591	779	7
591	698	7
591	12533	7
591	16932	8
591	13631	7
591	23685	7
591	29853	7
591	24214	7
591	4958	10
591	8183	9
591	1852	7
591	24569	7
591	31028	8
591	20025	11
591	28739	9
591	12048	8
591	13550	10
591	27876	7
591	5222	9
591	18381	7
591	23680	8
591	8894	9
591	14246	10
591	2088	9
591	19922	7
591	10718	7
591	10918	7
591	3979	7
591	20644	9
591	464	8
591	2273	7
591	5815	8
591	10515	7
591	10481	7
591	22888	7
591	5271	8
591	19666	7
591	30642	8
591	6001	7
591	2072	10
591	6252	9
591	3164	8
591	2294	7
591	19511	8
591	9876	7
591	18061	8
591	30111	8
591	23196	8
591	9420	12
591	29429	7
591	17627	8
591	12956	7
591	17200	7
591	17973	7
591	11850	9
591	448	8
591	1533	9
591	29748	8
591	15873	8
591	13720	10
591	25145	7
591	9102	7
591	22623	7
591	17494	9
591	11213	8
591	15388	7
591	4533	7
591	26972	8
591	27966	11
591	6463	7
591	13798	7
591	6723	7
591	1541	10
591	10620	7
591	22742	10
591	11240	7
591	1311	7
591	14615	9
591	8918	9
591	7644	8
591	16751	7
591	10955	9
591	28462	10
591	16027	7
591	19439	7
591	1485	7
591	15986	10
591	4740	7
591	959	7
591	4955	7
591	20792	7
591	20281	7
591	24747	7
591	4047	9
591	27102	8
591	6356	7
591	22096	9
591	15328	7
591	7148	9
591	16446	7
591	6865	7
591	1640	7
591	10180	7
591	1710	10
591	5842	7
591	27861	10
591	2169	7
591	25345	8
591	25577	11
591	23477	10
591	27623	8
591	9604	7
591	29230	8
591	12720	8
591	5972	8
591	7818	8
591	12309	7
591	1681	8
591	21819	7
591	22298	7
591	27057	7
591	13042	7
591	8761	8
591	30935	9
591	11752	7
591	2872	9
591	8890	7
591	2253	7
591	7788	7
591	16857	9
591	24707	8
591	23924	7
591	18786	9
591	2996	7
591	29104	7
591	27899	8
591	10996	10
591	8461	7
591	27520	7
591	23533	8
591	2617	8
591	28776	8
591	30898	7
591	22901	8
591	15875	8
2057	23624	7
2057	4275	7
2057	29572	7
2057	14503	7
2057	17809	7
2057	11614	7
2057	8183	7
2057	16909	7
2057	5825	7
2057	9420	7
2057	15937	7
2057	29249	7
2057	27623	7
2057	30896	7
7537	6349	7
7537	5015	7
7537	12554	7
7537	28642	7
7537	18016	7
7537	11520	7
7537	24626	7
7537	15848	7
7537	223	7
7537	19511	7
7537	7102	7
7537	9420	7
7537	16926	7
7537	26972	7
7537	27861	7
7537	25577	7
7537	2084	7
7537	23910	7
7537	22205	7
5469	8637	7
5469	11415	7
5469	5015	7
5469	465	7
5469	2527	7
5469	5341	7
5469	24274	7
5469	10849	7
5469	3232	7
5469	4680	7
5469	8735	7
5469	20816	7
5469	312	7
5469	14297	7
5469	17376	7
5469	27482	7
5469	28642	7
5469	2493	7
5469	22963	7
5469	7932	7
5469	3182	7
5469	8815	7
5469	22075	7
5469	29331	7
5469	17225	7
5469	3983	7
5469	7117	7
5469	811	7
5469	15848	7
5469	4053	7
5469	17809	7
5469	18623	7
5469	28504	7
5469	7467	7
5469	15922	7
5469	15603	7
5469	14050	7
5469	15823	7
5469	8183	7
5469	28739	7
5469	26158	7
5469	16909	7
5469	14246	7
5469	20644	7
5469	464	7
5469	30642	7
5469	2072	7
